age,gender,caste_category,region,income_bracket,health_score,access_to_hospital
16,1,2,0,1,0.08,TRUE
16,0,2,1,2,0.41,TRUE
72,0,2,1,0,0.12,FALSE
2,0,1,0,2,0.14,TRUE
88,0,0,1,1,0.19,TRUE
80,1,2,1,1,0.17,TRUE
64,1,1,1,1,0.17,TRUE
80,1,1,1,1,0.39,TRUE
2,0,1,1,1,0.04,TRUE
42,1,3,1,1,0.26,TRUE
4,1,2,1,2,0.06,FALSE
10,1,0,1,0,0.16,TRUE
23,0,0,1,1,0.12,FALSE
78,0,1,1,1,0.29,TRUE
24,1,1,0,1,0.35,TRUE
74,0,0,0,1,0.55,TRUE
95,0,1,0,2,0.16,FALSE
60,0,0,1,1,0.35,TRUE
90,0,1,1,1,0.25,TRUE
15,1,1,0,1,0.36,TRUE
27,1,0,1,2,0.06,FALSE
92,0,3,1,1,0.39,FALSE
85,0,3,0,2,0.23,FALSE
78,0,1,0,2,0.15,TRUE
7,1,0,0,2,0.15,TRUE
39,0,1,0,2,0.61,TRUE
70,0,2,0,1,0.33,FALSE
35,0,0,0,1,0.3,TRUE
16,0,2,0,1,0.09,TRUE
26,1,0,1,0,0.06,TRUE
68,1,0,1,2,0.3,TRUE
61,0,1,1,2,0.36,TRUE
10,1,3,0,1,0.5,TRUE
26,1,2,0,2,0.19,TRUE
13,0,0,1,1,0.48,FALSE
43,0,1,1,1,0.24,TRUE
72,1,1,0,0,0.23,FALSE
27,0,1,1,1,0.17,TRUE
12,0,1,1,1,0.78,FALSE
59,0,0,1,1,0.46,FALSE
42,0,1,0,1,0.13,TRUE
32,0,2,1,1,0.06,TRUE
16,0,2,0,1,0.64,FALSE
50,0,1,1,2,0.13,TRUE
35,0,3,1,2,0.32,TRUE
22,1,3,0,2,0.25,TRUE
71,1,2,1,2,0.15,FALSE
96,0,0,1,1,0.29,TRUE
91,0,2,1,2,0.35,TRUE
82,2,1,1,1,0.65,TRUE
41,0,0,1,1,0.23,TRUE
47,0,2,1,0,0.48,TRUE
11,2,1,0,1,0.15,FALSE
7,0,0,1,2,0.27,TRUE
63,0,1,1,1,0.06,TRUE
93,1,0,1,1,0.1,TRUE
68,1,1,0,2,0.24,FALSE
17,0,1,0,1,0.12,TRUE
25,1,1,0,1,0.04,TRUE
59,0,1,1,2,0.14,TRUE
37,0,1,1,2,0.25,TRUE
74,1,0,1,0,0.43,TRUE
54,1,1,0,1,0.26,TRUE
80,0,1,1,2,0.36,TRUE
12,1,1,1,1,0.62,TRUE
17,1,2,1,1,0.34,TRUE
9,1,2,1,2,0.39,TRUE
32,0,1,0,1,0.47,TRUE
82,0,2,1,1,0.38,TRUE
57,0,0,0,1,0.3,FALSE
88,0,1,1,2,0.27,TRUE
8,0,1,1,2,0.42,TRUE
33,1,3,1,1,0.31,FALSE
12,0,2,0,0,0.16,TRUE
34,2,0,1,2,0.11,FALSE
67,1,0,1,1,0.19,TRUE
52,0,1,1,2,0.51,TRUE
1,1,1,1,1,0.31,FALSE
29,1,1,1,2,0.06,FALSE
5,0,0,0,2,0.1,TRUE
38,0,1,0,1,0.28,FALSE
21,0,1,1,2,0.23,TRUE
59,1,0,1,1,0.3,TRUE
98,1,0,0,2,0.6,TRUE
94,1,1,0,2,0.38,TRUE
20,0,3,0,2,0.26,TRUE
95,0,1,1,2,0.42,FALSE
88,0,2,0,0,0.39,FALSE
43,1,2,0,1,0.52,TRUE
62,0,1,0,2,0.2,FALSE
37,1,1,0,1,0.34,FALSE
2,1,2,1,2,0.18,TRUE
63,1,0,1,2,0.42,TRUE
74,0,1,1,1,0.25,TRUE
43,0,1,0,1,0.64,TRUE
30,1,1,0,1,0.11,TRUE
39,1,0,1,1,0.16,TRUE
66,0,0,0,1,0.28,TRUE
3,1,0,0,1,0.46,TRUE
76,0,2,0,1,0.62,TRUE
99,2,3,0,0,0.14,TRUE
1,1,1,1,2,0.13,TRUE
1,0,1,0,2,0.31,TRUE
29,1,3,0,1,0.12,TRUE
9,0,0,1,2,0.3,TRUE
12,0,0,1,1,0.29,TRUE
57,1,0,0,1,0.23,FALSE
12,1,1,1,1,0.08,TRUE
74,1,1,1,2,0.2,TRUE
22,0,1,1,2,0.44,TRUE
83,0,1,1,1,0.2,TRUE
77,0,0,1,1,0.59,TRUE
39,1,3,1,0,0.25,TRUE
84,0,1,0,1,0.28,TRUE
50,1,1,1,1,0.12,TRUE
60,1,2,0,1,0.27,TRUE
36,0,3,0,1,0.34,FALSE
90,1,1,0,2,0.42,TRUE
88,1,1,0,2,0.46,FALSE
62,1,0,0,2,0.3,TRUE
79,1,2,1,2,0.34,TRUE
58,0,2,1,1,0.25,TRUE
58,0,0,1,1,0.28,TRUE
40,1,2,1,2,0.52,TRUE
44,1,0,1,2,0.41,TRUE
99,1,0,1,2,0.26,TRUE
84,0,1,1,2,0.16,FALSE
63,1,3,1,1,0.34,TRUE
23,0,1,0,2,0.28,FALSE
21,0,3,1,2,0.16,TRUE
16,1,0,0,1,0.26,TRUE
98,1,1,1,2,0.51,FALSE
68,1,1,1,2,0.3,TRUE
8,1,1,1,2,0.07,TRUE
46,1,3,0,2,0.15,FALSE
18,1,1,0,0,0.32,FALSE
23,0,0,1,1,0.11,TRUE
82,2,1,0,2,0.38,TRUE
37,1,0,1,0,0.4,TRUE
64,0,0,1,1,0.11,TRUE
80,1,1,1,1,0.12,FALSE
90,1,2,1,1,0.09,TRUE
90,1,1,1,2,0.56,TRUE
82,1,1,1,0,0.26,FALSE
51,1,0,0,1,0.09,FALSE
35,1,2,0,2,0.47,TRUE
20,1,2,0,1,0.2,FALSE
20,1,0,1,1,0.21,FALSE
32,1,1,1,2,0.07,TRUE
75,0,1,1,2,0.17,FALSE
63,1,2,1,2,0.29,FALSE
77,0,3,1,2,0.62,TRUE
98,1,0,1,1,0.42,FALSE
13,0,0,0,1,0.32,TRUE
92,0,0,1,1,0.13,TRUE
71,0,0,0,2,0.22,TRUE
97,0,2,0,0,0.56,FALSE
86,0,1,1,2,0.24,TRUE
27,2,3,1,2,0.21,FALSE
95,1,0,0,2,0.23,TRUE
40,0,1,1,1,0.12,TRUE
70,2,1,1,2,0.5,TRUE
59,0,1,0,2,0.52,FALSE
29,1,1,0,1,0.42,TRUE
30,0,0,1,2,0.13,TRUE
87,1,1,0,0,0.5,TRUE
35,1,3,1,2,0.38,TRUE
96,0,1,1,0,0.57,TRUE
55,1,1,1,1,0.08,TRUE
69,0,2,1,2,0.56,FALSE
3,0,1,1,1,0.23,TRUE
42,1,3,1,2,0.29,FALSE
39,0,1,1,2,0.07,TRUE
44,1,0,1,2,0.23,FALSE
79,0,1,1,2,0.06,TRUE
66,0,1,1,1,0.09,TRUE
55,0,0,0,0,0.19,TRUE
31,0,1,0,1,0.18,TRUE
33,0,0,0,1,0.31,FALSE
97,0,1,0,2,0.23,FALSE
14,1,1,1,2,0.17,TRUE
94,0,1,0,1,0.24,TRUE
98,1,1,1,2,0.18,TRUE
49,1,1,1,1,0.21,FALSE
29,0,3,0,1,0.21,TRUE
8,1,0,0,1,0.1,TRUE
77,1,2,0,0,0.28,TRUE
49,1,0,0,1,0.15,TRUE
16,1,0,1,1,0.33,FALSE
89,1,2,1,2,0.12,TRUE
60,1,2,1,1,0.37,TRUE
40,1,0,0,2,0.15,TRUE
33,1,1,1,1,0.67,TRUE
3,1,2,1,2,0.29,FALSE
13,1,1,1,0,0.37,TRUE
46,1,1,1,1,0.44,TRUE
77,0,3,1,0,0.4,FALSE
26,1,2,1,2,0.14,FALSE
34,1,3,1,1,0.08,TRUE
11,0,1,1,1,0.34,TRUE
33,1,1,1,0,0.35,TRUE
85,0,3,1,0,0.08,FALSE
87,1,1,1,2,0.18,FALSE
40,0,1,0,1,0.24,FALSE
85,1,1,1,1,0.05,TRUE
39,0,0,0,1,0.43,FALSE
46,0,1,1,2,0.34,TRUE
82,2,3,0,2,0.35,TRUE
75,0,2,0,1,0.3,FALSE
81,1,1,1,1,0.34,TRUE
42,0,1,1,0,0.38,TRUE
1,2,1,0,2,0.29,TRUE
67,1,0,0,1,0.31,TRUE
69,0,0,0,1,0.13,TRUE
24,1,0,0,2,0.48,TRUE
39,1,3,1,1,0.09,FALSE
96,0,0,0,1,0.06,FALSE
82,0,1,0,2,0.41,FALSE
54,0,2,1,1,0.44,FALSE
48,0,2,1,1,0.18,TRUE
20,1,1,1,1,0.38,FALSE
2,0,0,0,0,0.11,TRUE
8,1,1,1,1,0.59,TRUE
66,0,0,1,1,0.43,TRUE
43,1,1,0,2,0.5,TRUE
82,1,2,1,1,0.36,TRUE
74,0,0,1,2,0.17,TRUE
67,0,0,1,1,0.27,TRUE
44,0,2,0,2,0.11,TRUE
2,1,2,1,1,0.06,FALSE
34,0,2,1,0,0.32,TRUE
6,0,1,0,2,0.41,TRUE
47,0,0,0,1,0.25,TRUE
51,1,1,1,1,0.26,TRUE
21,0,0,1,1,0.31,TRUE
80,1,1,0,2,0.05,TRUE
80,2,0,0,1,0.4,TRUE
61,2,0,0,0,0.53,TRUE
66,1,0,1,0,0.43,FALSE
16,1,1,1,1,0.35,TRUE
32,1,2,1,1,0.42,FALSE
38,1,2,1,1,0.36,TRUE
16,1,0,0,1,0.25,FALSE
55,2,0,1,0,0.25,TRUE
8,1,3,1,0,0.2,FALSE
63,0,2,0,1,0.11,TRUE
27,1,1,0,0,0.04,TRUE
4,0,1,1,2,0.12,TRUE
53,1,2,1,2,0.03,TRUE
32,0,1,1,2,0.22,FALSE
85,0,1,1,1,0.28,TRUE
14,0,1,1,1,0.16,TRUE
69,1,1,1,2,0.12,TRUE
88,0,1,1,2,0.16,TRUE
94,1,3,1,2,0.43,TRUE
85,2,3,1,1,0.16,TRUE
94,1,1,1,2,0.35,FALSE
24,1,3,1,1,0.32,TRUE
87,0,1,1,2,0.19,FALSE
32,0,2,0,1,0.36,FALSE
90,1,2,1,1,0.26,TRUE
58,1,3,0,1,0.39,FALSE
56,0,0,1,1,0.28,TRUE
20,1,2,0,1,0.34,TRUE
98,2,3,1,0,0.38,TRUE
2,0,0,0,2,0.19,TRUE
73,1,3,0,0,0.16,FALSE
45,1,3,0,2,0.21,TRUE
15,1,1,0,1,0.58,FALSE
2,0,1,0,1,0.4,TRUE
65,1,0,1,2,0.36,TRUE
47,1,0,1,2,0.1,TRUE
85,1,0,1,2,0.38,FALSE
73,0,1,0,2,0.23,TRUE
41,0,0,0,2,0.39,FALSE
91,1,2,1,1,0.22,TRUE
38,0,0,0,1,0.35,TRUE
52,1,0,0,2,0.12,FALSE
50,0,1,1,2,0.24,TRUE
20,1,0,1,1,0.14,TRUE
86,0,2,0,1,0.16,TRUE
17,1,1,1,1,0.66,TRUE
62,1,2,0,2,0.09,FALSE
50,1,2,1,0,0.22,TRUE
66,0,1,1,0,0.36,FALSE
63,0,1,1,1,0.39,FALSE
79,0,0,1,2,0.17,FALSE
9,0,1,0,1,0.52,FALSE
33,1,1,0,1,0.31,TRUE
45,0,2,1,0,0.25,FALSE
33,1,1,1,1,0.44,TRUE
4,0,1,1,0,0.45,TRUE
65,1,2,1,1,0.09,TRUE
9,0,1,1,1,0.57,FALSE
72,1,2,1,1,0.13,FALSE
80,1,1,1,2,0.59,TRUE
93,0,2,1,1,0.06,TRUE
74,0,1,1,1,0.29,TRUE
23,1,1,0,2,0.21,TRUE
74,1,2,1,0,0.27,FALSE
94,1,0,0,1,0.28,FALSE
1,0,2,1,0,0.18,TRUE
16,1,0,1,1,0.16,TRUE
70,0,0,1,1,0.33,FALSE
19,2,1,1,1,0.3,TRUE
34,0,0,1,0,0.19,TRUE
81,2,1,0,2,0.38,TRUE
60,1,2,0,0,0.15,TRUE
63,1,3,1,2,0.12,TRUE
60,1,2,0,2,0.48,TRUE
49,0,2,1,1,0.3,TRUE
75,0,0,1,1,0.08,TRUE
93,0,1,1,2,0.48,TRUE
99,0,3,0,2,0.14,TRUE
60,0,1,1,2,0.63,TRUE
28,1,1,0,0,0.17,FALSE
77,0,1,0,2,0.68,TRUE
4,0,3,1,0,0.61,TRUE
52,0,2,1,1,0.16,TRUE
80,0,2,1,1,0.26,FALSE
54,1,3,0,1,0.17,FALSE
34,1,1,0,1,0.31,FALSE
85,1,2,0,1,0.06,TRUE
16,0,0,1,1,0.14,FALSE
84,0,0,1,1,0.14,TRUE
35,0,0,1,1,0.36,TRUE
36,1,0,1,1,0.24,FALSE
81,0,1,0,1,0.24,TRUE
37,1,3,0,1,0.24,TRUE
87,0,0,1,2,0.16,TRUE
46,1,0,1,2,0.13,TRUE
54,0,1,0,2,0.25,TRUE
35,0,2,1,0,0.23,TRUE
55,1,0,1,1,0.35,TRUE
6,1,1,1,2,0.21,TRUE
65,0,1,0,1,0.46,TRUE
65,1,1,1,1,0.38,TRUE
3,1,1,0,2,0.3,FALSE
45,0,0,0,1,0.57,FALSE
51,0,1,0,0,0.28,TRUE
79,2,1,1,2,0.69,TRUE
73,1,3,1,1,0.43,FALSE
98,1,1,1,1,0.51,TRUE
25,1,0,0,1,0.15,TRUE
81,1,0,1,1,0.46,TRUE
55,1,1,1,1,0.13,TRUE
72,0,1,1,1,0.17,TRUE
66,1,2,0,2,0.26,TRUE
6,1,1,0,2,0.25,TRUE
23,0,0,1,2,0.11,FALSE
50,0,1,1,2,0.05,TRUE
77,0,0,1,1,0.16,TRUE
97,0,3,1,1,0.13,FALSE
10,1,0,1,2,0.26,FALSE
35,2,0,1,2,0.27,FALSE
86,1,1,0,1,0.54,FALSE
77,1,0,0,1,0.47,TRUE
69,1,2,1,2,0.08,TRUE
70,2,1,1,1,0.13,FALSE
12,0,0,0,1,0.15,FALSE
87,0,1,1,0,0.62,FALSE
49,2,1,1,1,0.35,TRUE
47,0,1,1,1,0.2,TRUE
93,2,1,1,0,0.41,TRUE
95,0,2,0,1,0.29,FALSE
2,0,1,1,2,0.32,TRUE
86,1,1,0,0,0.48,TRUE
18,1,0,1,1,0.12,TRUE
24,1,3,0,1,0.07,TRUE
14,1,0,1,1,0.37,FALSE
38,0,2,1,1,0.13,TRUE
41,1,0,0,1,0.15,TRUE
34,1,3,0,1,0.32,TRUE
68,2,3,1,1,0.47,TRUE
74,0,0,1,1,0.57,TRUE
72,1,0,1,1,0.32,FALSE
38,1,2,1,1,0.49,TRUE
91,0,1,1,0,0.29,TRUE
63,0,2,0,0,0.21,TRUE
30,0,0,0,0,0.25,TRUE
67,2,1,0,1,0.11,FALSE
39,1,1,0,1,0.39,TRUE
29,1,1,1,2,0.63,FALSE
96,1,1,1,1,0.18,TRUE
42,1,1,0,1,0.53,TRUE
49,0,1,1,1,0.51,FALSE
88,1,2,1,1,0.17,TRUE
92,1,0,1,1,0.38,TRUE
95,1,0,1,1,0.37,FALSE
19,1,2,1,2,0.05,TRUE
29,1,3,1,2,0.12,FALSE
80,0,1,0,2,0.07,TRUE
33,1,1,0,1,0.37,TRUE
99,0,3,1,1,0.26,FALSE
87,1,0,0,0,0.42,TRUE
82,1,2,1,0,0.17,TRUE
39,2,0,1,1,0.49,TRUE
37,0,3,1,2,0.24,TRUE
13,0,2,1,2,0.3,TRUE
17,1,0,0,0,0.29,TRUE
8,0,2,1,1,0.46,TRUE
45,1,2,0,2,0.17,TRUE
35,1,0,0,0,0.32,TRUE
17,0,2,0,1,0.16,TRUE
75,1,3,0,1,0.15,TRUE
19,1,3,1,1,0.19,FALSE
50,1,1,0,1,0.08,TRUE
77,1,1,1,1,0.59,TRUE
98,0,1,1,1,0.08,FALSE
22,0,0,1,2,0.38,FALSE
84,1,0,0,1,0.11,FALSE
36,1,1,0,1,0.12,TRUE
95,1,1,1,1,0.32,TRUE
31,0,0,1,1,0.19,FALSE
18,0,1,1,1,0.22,TRUE
92,0,3,1,1,0.11,FALSE
20,1,1,0,0,0.1,FALSE
62,1,2,1,1,0.16,TRUE
34,1,2,1,2,0.12,TRUE
22,1,0,1,2,0.01,TRUE
50,1,0,0,2,0.07,TRUE
72,0,1,1,2,0.19,TRUE
93,1,1,1,1,0.25,TRUE
22,1,2,0,2,0.35,TRUE
3,0,1,0,1,0.11,FALSE
45,0,1,0,1,0.22,TRUE
2,0,0,1,0,0.1,TRUE
73,0,1,0,2,0.37,FALSE
73,1,0,1,1,0.59,TRUE
26,0,1,1,0,0.25,TRUE
59,0,3,1,1,0.3,TRUE
1,0,0,0,1,0.14,FALSE
53,1,3,0,1,0.29,TRUE
57,0,1,1,1,0.18,TRUE
80,0,2,0,1,0.23,TRUE
43,0,1,0,1,0.23,TRUE
18,1,0,1,1,0.21,TRUE
39,1,2,0,2,0.14,FALSE
31,0,2,1,1,0.16,TRUE
46,0,2,0,0,0.26,TRUE
1,0,1,0,0,0.38,TRUE
46,1,1,0,1,0.12,TRUE
1,1,3,0,1,0.24,TRUE
56,0,3,1,2,0.43,TRUE
46,0,2,0,1,0.48,TRUE
88,2,0,1,0,0.33,TRUE
55,0,0,1,1,0.13,TRUE
56,0,2,1,1,0.03,TRUE
78,1,0,0,0,0.27,FALSE
23,1,0,1,2,0.35,FALSE
48,1,0,0,1,0.49,TRUE
62,1,1,0,0,0.2,TRUE
8,0,1,1,0,0.37,TRUE
66,1,0,1,2,0.48,TRUE
5,2,1,1,2,0.51,TRUE
38,0,1,1,1,0.23,TRUE
97,0,0,1,1,0.2,TRUE
4,1,0,1,1,0.15,TRUE
39,1,2,0,1,0.1,TRUE
8,1,0,0,1,0.55,TRUE
93,1,2,0,1,0.19,TRUE
93,1,1,1,2,0.13,TRUE
37,0,1,0,1,0.3,TRUE
38,0,1,0,1,0.17,TRUE
94,1,1,1,2,0.29,TRUE
60,0,0,1,1,0.17,TRUE
12,1,0,0,0,0.26,TRUE
72,1,1,0,0,0.04,TRUE
59,0,1,0,2,0.29,TRUE
19,2,0,1,0,0.2,TRUE
67,0,2,1,1,0.11,TRUE
40,1,1,1,1,0.39,TRUE
23,1,2,1,1,0.22,TRUE
16,0,1,0,1,0.06,TRUE
28,0,1,0,2,0.1,TRUE
90,2,2,0,0,0.39,TRUE
50,0,0,1,0,0.1,TRUE
12,1,0,1,2,0.2,TRUE
44,1,0,0,1,0.27,TRUE
88,1,0,1,2,0.17,TRUE
78,1,1,1,2,0.46,TRUE
18,0,1,0,2,0.16,FALSE
60,0,1,1,0,0.11,FALSE
40,1,3,1,1,0.21,TRUE
87,0,0,1,0,0.32,TRUE
15,1,0,1,1,0.81,FALSE
54,0,0,0,2,0.16,TRUE
67,1,0,0,2,0.32,FALSE
63,0,0,0,1,0.57,TRUE
55,0,0,1,1,0.46,TRUE
40,0,1,1,1,0.35,TRUE
10,0,2,0,1,0.51,TRUE
55,1,1,0,2,0.3,FALSE
96,1,1,0,1,0.47,FALSE
9,0,1,1,2,0.14,TRUE
73,2,1,0,1,0.28,TRUE
63,0,2,0,1,0.02,TRUE
61,0,1,0,1,0.27,FALSE
59,0,1,1,0,0.58,TRUE
86,1,2,1,2,0.11,TRUE
66,1,1,1,1,0.64,TRUE
63,0,0,0,1,0.22,TRUE
45,1,0,1,1,0.42,FALSE
33,1,3,1,1,0.12,TRUE
96,0,1,0,1,0.52,TRUE
75,0,2,1,2,0.24,TRUE
26,0,0,0,1,0.16,TRUE
30,0,2,1,1,0.43,TRUE
16,2,2,1,1,0.4,TRUE
81,0,0,1,2,0.46,TRUE
89,1,1,1,2,0.07,FALSE
88,2,1,0,1,0.28,TRUE
56,1,1,1,2,0.07,TRUE
10,2,2,0,1,0.13,FALSE
58,1,1,1,1,0.13,TRUE
5,0,0,1,1,0.24,TRUE
29,1,2,0,2,0.25,TRUE
39,0,1,1,1,0.46,TRUE
16,1,3,0,1,0.36,TRUE
86,0,0,0,0,0.26,TRUE
41,0,3,1,1,0.49,TRUE
44,0,0,1,1,0.35,TRUE
37,1,2,1,2,0.23,TRUE
9,0,0,1,2,0.22,TRUE
34,1,3,1,0,0.09,TRUE
65,0,2,1,1,0.15,TRUE
82,1,0,0,1,0.53,TRUE
19,0,1,1,1,0.09,FALSE
50,0,0,1,2,0.42,TRUE
81,1,0,1,0,0.17,FALSE
39,1,2,0,2,0.45,TRUE
85,0,0,0,1,0.22,TRUE
16,1,1,1,1,0.08,TRUE
34,0,1,1,2,0.43,TRUE
47,1,2,1,2,0.24,TRUE
84,1,0,1,1,0.26,TRUE
38,0,1,0,2,0.08,TRUE
67,1,0,0,2,0.07,TRUE
74,1,1,1,0,0.18,TRUE
32,0,1,1,0,0.04,TRUE
44,0,0,1,2,0.35,TRUE
63,0,1,0,0,0.2,FALSE
73,0,1,0,2,0.07,FALSE
14,0,2,0,1,0.4,FALSE
35,1,1,1,1,0.34,TRUE
26,1,1,1,1,0.15,TRUE
4,0,2,1,1,0.41,TRUE
66,1,1,1,0,0.34,TRUE
1,0,1,1,2,0.32,TRUE
2,0,1,0,2,0.43,TRUE
54,0,2,1,2,0.05,TRUE
4,0,2,1,0,0.31,TRUE
94,0,1,1,1,0.57,TRUE
68,1,3,1,0,0.45,TRUE
20,2,2,1,2,0.53,TRUE
73,0,1,1,1,0.5,FALSE
63,0,0,1,1,0.55,FALSE
87,0,3,1,1,0.14,TRUE
28,0,1,0,1,0.3,TRUE
96,0,1,0,1,0.18,FALSE
21,1,2,1,0,0.43,FALSE
97,0,0,1,2,0.07,FALSE
39,1,0,1,0,0.21,TRUE
46,1,2,1,1,0.4,FALSE
57,1,1,1,2,0.44,TRUE
91,0,1,1,2,0.29,FALSE
7,0,1,0,1,0.31,FALSE
19,0,0,0,0,0.28,FALSE
5,0,3,1,1,0.33,FALSE
72,1,1,0,1,0.07,FALSE
55,1,1,0,1,0.25,TRUE
96,0,3,0,2,0.06,TRUE
45,0,0,1,2,0.4,TRUE
94,0,0,1,1,0.58,TRUE
41,0,1,0,2,0.08,TRUE
42,1,2,0,0,0.24,TRUE
32,0,0,1,2,0.08,FALSE
46,0,2,1,1,0.24,TRUE
4,0,0,0,2,0.56,TRUE
6,1,2,1,2,0.38,TRUE
67,1,1,1,1,0.49,TRUE
2,1,0,0,2,0.24,FALSE
21,0,1,1,2,0.17,TRUE
94,1,0,1,1,0.21,TRUE
91,0,0,1,1,0.18,TRUE
14,1,2,0,1,0.5,TRUE
29,0,2,0,2,0.08,FALSE
16,0,1,1,1,0.55,TRUE
50,0,2,1,2,0.58,FALSE
4,1,1,0,1,0.3,TRUE
78,1,0,0,2,0.51,TRUE
57,0,2,1,2,0.35,TRUE
16,0,0,0,2,0.32,TRUE
11,1,1,1,2,0.34,TRUE
63,0,1,1,2,0.39,TRUE
95,1,1,1,1,0.19,TRUE
56,1,2,1,2,0.04,TRUE
29,1,0,0,2,0.15,TRUE
74,2,2,1,1,0.09,FALSE
47,1,1,1,1,0.49,FALSE
38,0,0,0,1,0.68,TRUE
38,1,2,1,2,0.15,TRUE
92,1,1,1,0,0.13,TRUE
99,0,2,0,2,0.35,TRUE
97,0,0,0,1,0.26,TRUE
95,0,2,0,1,0.24,TRUE
72,0,0,1,1,0.47,FALSE
95,0,3,1,1,0.13,TRUE
54,1,2,0,2,0.27,FALSE
69,0,1,1,1,0.24,TRUE
85,0,1,1,1,0.24,TRUE
25,1,1,1,1,0.29,FALSE
9,0,3,1,1,0.38,TRUE
21,0,0,0,2,0.16,FALSE
55,1,1,1,1,0.32,TRUE
66,1,0,0,1,0.45,TRUE
70,0,1,1,1,0.66,FALSE
20,0,1,1,0,0.59,FALSE
77,0,2,1,1,0.12,TRUE
78,1,0,0,2,0.54,TRUE
3,0,0,1,1,0.04,TRUE
44,1,1,0,2,0.16,TRUE
41,0,1,1,1,0.51,FALSE
25,0,2,1,2,0.08,TRUE
51,1,1,1,1,0.26,TRUE
15,1,1,0,1,0.44,TRUE
77,1,1,1,1,0.23,FALSE
28,0,0,0,1,0.11,TRUE
59,0,3,1,1,0.35,TRUE
68,1,0,1,1,0.22,TRUE
90,0,1,1,1,0.02,TRUE
45,1,1,1,2,0.52,FALSE
83,1,1,1,1,0.37,TRUE
65,0,1,1,0,0.58,TRUE
29,0,3,0,0,0.03,TRUE
28,0,0,0,2,0.35,TRUE
35,1,2,0,2,0.46,TRUE
13,1,0,1,1,0.28,TRUE
51,1,2,1,1,0.35,TRUE
97,0,2,0,1,0.17,FALSE
69,1,1,1,2,0.11,TRUE
14,1,1,1,0,0.55,FALSE
73,0,0,1,1,0.14,TRUE
68,1,2,0,1,0.39,FALSE
66,1,3,1,2,0.19,TRUE
78,0,2,0,1,0.42,TRUE
3,0,0,0,1,0.37,TRUE
4,0,0,0,1,0.3,TRUE
45,0,2,1,2,0.52,TRUE
71,0,0,0,2,0.26,TRUE
15,1,0,0,0,0.22,TRUE
52,0,1,1,1,0.32,TRUE
92,0,1,1,2,0.61,TRUE
68,0,0,1,1,0.34,FALSE
76,0,2,1,0,0.08,FALSE
59,1,1,1,1,0.41,TRUE
17,1,0,1,1,0.23,TRUE
17,1,2,0,0,0.37,TRUE
6,0,1,1,1,0.14,FALSE
51,1,1,1,2,0.33,TRUE
44,1,1,1,1,0.42,TRUE
48,0,1,1,2,0.49,TRUE
3,1,1,1,2,0.26,TRUE
12,1,0,0,1,0.06,TRUE
54,0,3,1,2,0.24,TRUE
52,1,0,0,1,0.08,FALSE
34,2,0,1,1,0.41,TRUE
65,0,0,1,1,0.06,TRUE
5,0,1,1,1,0.43,TRUE
70,2,2,1,2,0.53,TRUE
15,2,1,1,1,0.26,FALSE
62,1,1,1,1,0.35,TRUE
52,0,1,1,1,0.33,TRUE
21,0,0,0,1,0.05,FALSE
64,0,0,1,0,0.18,TRUE
34,1,0,1,0,0.09,TRUE
54,1,1,1,0,0.35,TRUE
73,0,1,1,0,0.4,TRUE
8,0,1,0,1,0.61,FALSE
5,0,1,0,2,0.71,TRUE
90,1,3,0,1,0.46,TRUE
73,0,1,1,1,0.3,TRUE
21,1,0,1,1,0.32,TRUE
87,0,0,1,1,0.13,TRUE
87,1,0,1,1,0.21,FALSE
92,0,0,1,1,0.07,TRUE
71,1,1,0,1,0.31,TRUE
98,1,1,1,1,0.22,TRUE
93,0,2,0,2,0.08,TRUE
88,1,0,1,2,0.63,FALSE
55,0,3,0,1,0.2,TRUE
27,0,0,1,2,0.2,TRUE
55,2,3,1,0,0.44,TRUE
21,0,0,1,2,0.47,TRUE
34,0,0,1,1,0.27,TRUE
76,0,2,1,2,0.22,TRUE
17,1,1,1,0,0.63,TRUE
6,0,3,0,2,0.33,FALSE
1,1,0,0,2,0.13,TRUE
9,1,2,1,0,0.4,FALSE
42,0,1,1,1,0.1,TRUE
86,1,2,1,2,0.04,FALSE
38,0,0,0,2,0.22,TRUE
1,0,3,0,1,0.22,FALSE
28,0,0,1,2,0.12,FALSE
80,1,2,1,0,0.26,TRUE
74,1,3,1,2,0.18,FALSE
93,0,0,1,2,0.12,TRUE
78,0,1,0,2,0.53,TRUE
46,1,2,0,1,0.24,TRUE
13,1,1,0,0,0.62,TRUE
66,0,0,1,2,0.54,TRUE
20,1,0,1,1,0.07,TRUE
66,0,1,1,1,0.51,TRUE
18,1,0,1,2,0.34,FALSE
69,0,0,0,2,0.02,TRUE
26,0,0,1,2,0.06,TRUE
68,0,1,1,1,0.19,FALSE
95,0,2,1,0,0.45,FALSE
4,0,2,0,0,0.4,FALSE
45,1,2,0,2,0.07,TRUE
57,1,1,0,2,0.34,TRUE
11,0,0,0,2,0.14,TRUE
66,1,1,1,2,0.32,TRUE
9,0,2,1,1,0.41,FALSE
77,1,2,1,1,0.59,TRUE
62,0,2,0,1,0.31,TRUE
42,0,1,1,1,0.07,FALSE
16,1,2,1,1,0.43,TRUE
82,0,1,1,2,0.14,TRUE
37,1,0,1,1,0.19,TRUE
29,0,0,1,2,0.15,TRUE
32,1,1,1,2,0.08,TRUE
82,0,0,0,2,0.43,TRUE
91,1,1,0,1,0.19,FALSE
